id,collection,dspace.entity.type,nrcan.sponsor.code,nrcan.sponsor.program[en],nrcan.sponsor.program[fr],dc.title[en],dc.title[fr],nrcan.sponsor.url[en],nrcan.sponsor.url[fr]
+,123456789s/21,Sponsor,340552,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Cordillera, Redefinition of crustal blocks",Redéfinition des blocs de la croûte terrestre de l'ouest de la Cordillère,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340553,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Cordillera, Regional porphyry transitions",Transitions de porphyres régionaux de l'ouest de la Cordillère,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340554,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Cordillera, Cache Creek Terrane",Terrain de Cache Creek de l'ouest de la Cordillère,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340555,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Cordillera, Devonian and Permian structural architecture",Architecture structurelle du Dévonien et du Permien de l'ouest de la Cordillère,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340556,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Cordillera, Yukon Tectonic Evolution - late Mesozoic to Tertiary","Évolution tectonique du Yukon, haut mésozoïque au tertiaire de l'ouest de la Cordillère",http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340557,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Cordillera, Stikine Terrane",Terrain de Stikine de l'ouest de la Cordillère,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340610,GEM-GeoNorth: Geo-mapping for Energy and Minerals,GEM-GéoNord : La géocartographie de l'énergie et des minéraux,Western Arctic Research Priority Area,Zone prioritaire de recherche dans l'ouest de l'Arctique,https://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/18215,https://www.rncan.gc.ca/sciences-de-la-terre/ressources-sciences-de-la-terre/programmes-federaux-sciences-terre/recherche-geoscientifique-dans-le-nord-du-canada-gem-geonord/18216
+,123456789s/21,Sponsor,340622,GEM-GeoNorth: Geo-mapping for Energy and Minerals,GEM-GéoNord : La géocartographie de l'énergie et des minéraux,Central Arctic Research Priority Area - Central Arctic Activity 1,Zone prioritaire de recherche dans le centre de l'Arctique - Activité 1 de l'Arctique central,https://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/18215,https://www.rncan.gc.ca/sciences-de-la-terre/ressources-sciences-de-la-terre/programmes-federaux-sciences-terre/recherche-geoscientifique-dans-le-nord-du-canada-gem-geonord/18216
+,123456789s/21,Sponsor,340623,GEM-GeoNorth: Geo-mapping for Energy and Minerals,GEM-GéoNord : La géocartographie de l'énergie et des minéraux,Tectonic Models Western Arctic Islands,Modèles tectoniques - îles de l'arctique de l'ouest,https://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/18215,https://www.rncan.gc.ca/sciences-de-la-terre/ressources-sciences-de-la-terre/programmes-federaux-sciences-terre/recherche-geoscientifique-dans-le-nord-du-canada-gem-geonord/18216
+,123456789s/21,Sponsor,341100,GSC Quebec Division,Division CGC Québec,,,,
+,123456789s/21,Sponsor,341101,GSC Quebec Division,Division de la CGC du Québec,Director's Office,Bureau du directeur,,
+,123456789s/21,Sponsor,341200,Groundwater Geoscience,Géoscience des eaux souterraines,,,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/groundwater-geoscience-program/10909,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscientifique-eaux-souterraines/10910
+,123456789s/21,Sponsor,341201,Groundwater Geoscience,Géoscience des eaux souterraines,Groundwater Geoscience Management,Gestion du programme Géoscience des eaux souterraines,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/groundwater-geoscience-program/10909,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscientifique-eaux-souterraines/10910
+,123456789s/21,Sponsor,341202,Groundwater Geoscience,Géoscience des eaux souterraines,Archetypal Aquifers of Canada,Aquifères archétypes du Canada,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/groundwater-geoscience-program/10909,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscientifique-eaux-souterraines/10910
+,123456789s/21,Sponsor,341203,Groundwater Geoscience,Géoscience des eaux souterraines,Groundwater Information & Dissemination,Réseau d'information des eaux souterraines et dissémination,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/groundwater-geoscience-program/10909,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscientifique-eaux-souterraines/10910
+,123456789s/21,Sponsor,341204,Groundwater Geoscience,Géoscience des eaux souterraines,National Aquifer Evaluation & Accounting,Évaluation nationale d'aquifères,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/groundwater-geoscience-program/10909,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscientifique-eaux-souterraines/10910
+,123456789s/21,Sponsor,341205,Groundwater Geoscience,Géoscience des eaux souterraines,Fox Creek Regional Aquifer System,Système aquifère de la région de Fox Creek,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/groundwater-geoscience-program/10909,https://www.rncan.gc.ca/science-data/science-research/earth-sciences/programme-geoscientifique-des-eaux-souterraines/10910
+,123456789s/21,Sponsor,341300,Environmental Geoscience,Géosciences environnementales,,,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/environmental-geoscience-program/10902,https://www.rncan.gc.ca/science-data/science-research/earth-sciences/programme-de-geosciences-environnementales/10903
+,123456789s/21,Sponsor,341301,Environmental Geoscience,Géosciences environnementales,Program Management,Gestion du programme,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341302,Environmental Geoscience,Géosciences environnementales,Environmental Impacts of Permafrost Thaw in the Arctic,Impacts environnementaux de la fonte du pergélisol dans l'Arctique,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341303,Environmental Geoscience,Géosciences environnementales,Cumulative effects in cobalt watersheds,Effets cumulatifs des bassin versant de cobalt,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341304,Environmental Geoscience,Géosciences environnementales,Environmental impact of diluted bitumen,Impact environnemental du bitume dilué,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341305,Environmental Geoscience,Géosciences environnementales,Marine Oil Spill Studies,Études de déversements pétroliers marins,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341306,Environmental Geoscience,Géosciences environnementales,Mackenzie River,Rivière Mackenzie,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341307,Environmental Geoscience,Géosciences environnementales,"Potential impacts of oil and gas development on non-saline aquifers, Fox Creek","Impacts potentiels des activités liées au développement gazier et pétrolier sur les aquifères non salins, Fox Creek",https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341308,Environmental Geoscience,Géosciences environnementales,Sources,Sources,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341309,Environmental Geoscience,Géosciences environnementales,Metal Mining: northern baselines,Exploration minérale: conditions de base au nord,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341310,Environmental Geoscience,Géosciences environnementales,Shale Gas - New Brunswick aquifers,Gaz schiste - aquifères du Nouveau-Brunswick,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341311,Environmental Geoscience,Géosciences environnementales,Shale Gas - induced seismicity,Gaz de schiste - sismicité induite,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,341312,Environmental Geoscience,Géosciences environnementales,Sediment Dredged Disposal at Sea,Dépôt de sédiments dragués en mer,https://www.nrcan.gc.ca/earth-sciences/resources/federal-pro grams/environmental-geoscience/10902,https://www.rncan.gc.ca/sciences-terre/ressources/programmes -federaux/geoscience-environnementale/10903
+,123456789s/21,Sponsor,342100,GSC Northern Canada Division,Division de la CGC du nord du Canada,,,,
+,123456789s/21,Sponsor,342101,GSC Northern Canada Division,Division de la CGC du nord du Canada,Director's Office,Bureau du Directeur,,
+,123456789s/21,Sponsor,342102,GSC Northern Canada Division,Division de la CGC du nord du Canada,Regional Geology & Geochemistry,Géologie régionale et géochimie,,
+,123456789s/21,Sponsor,342103,GSC Northern Canada Division,Division de la CGC du nord du Canada,Environmental Science Subdivision,Sous-division des sciences de l'environnement,,
+,123456789s/21,Sponsor,342106,Environmental Geoscience,Géosciences environnementales,Environmental Studies and Assessments,Études et évaluations environnementales,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/earth-sciences-resources/earth-sciences-federal-programs/environmental-geoscience-program/10902,https://www.rncan.gc.ca/science-donnees/science-recherche/sciences-de-la-terre/ressources-sciences-de-la-terre/programmes-federaux-sciences-de/programme-de-geosciences-environnementales/10903
+,123456789s/21,Sponsor,342202,Mineral and Energy Resource Assessment (MERA),Environnement et ressources minérales et énergétiques (ERME),,,http://www.nrcan.gc.ca/minerals-metals/policy /government-canada/3153,http://www.rncan.gc.ca/mineraux-metaux/politique /gouvernement-canada/4242
+,123456789s/21,Sponsor,342300,Open Geoscience,Géoscience ouverte,,,,
+,123456789s/21,Sponsor,342301,Open Geoscience,Géoscience ouverte,Governance,Gouvernance,,
+,123456789s/21,Sponsor,342302,Open Geoscience,Géoscience ouverte,Open Data,Données ouvertes,,
+,123456789s/21,Sponsor,342303,Open Geoscience,Géoscience ouverte,Access and Public Engagement,L'accès et la mobilisation du public,,
+,123456789s/21,Sponsor,342304,Open Geoscience,Géoscience ouverte,Canada in 3D,Canada en 3D,,
+,123456789s/21,Sponsor,343000,GSC Central Canada Division,Division de la CGC du Centre du Canada,,,,
+,123456789s/21,Sponsor,343100,GSC Central Canada,CGC centre du Canada,Central Canada Division,Division CGC central Canada,,
+,123456789s/21,Sponsor,343101,GSC Central Canada Division,Division de la CGC du Centre du Canada,"Director office, GSC Central Canada Division","Bureau du Directeur, CGC Centre du Canada",,
+,123456789s/21,Sponsor,343102,GSC Central Canada Division,Division de la CGC du Centre du Canada,Geology and metallogeny subdivision,Sous-division de géologie et métallogénie,,
+,123456789s/21,Sponsor,343104,GSC Central Canada Division,Division de la CGC du Centre du Canada,Geophysics & Geospatial Analysis,Géophysiques et analyse géospatiale,,
+,123456789s/21,Sponsor,343105,GSC Central Canada Division,Division de la CGC du Centre du Canada,Ore System Research,Recherche des systèmes minéralisés,,
+,123456789s/21,Sponsor,343106,GSC Central Canada Division,Division du Centre du Canada de la CGC,Geoscience Analysis and Information,Analyse d'information géoscientifique,https://www.nrcan.gc.ca/science-and-data/research-centres-and-labs/geological-survey-canada/17100,https://www.rncan.gc.ca/science-et-donnees/centres-de-recherche-et-laboratoires/la-commission-geologique-du-canada/17101
+,123456789s/21,Sponsor,343107,GSC Central Canada Division,Division de la CGC du Centre du Canada,Collection,Collection,,
+,123456789s/21,Sponsor,343200,Climate Change Geoscience,Géosciences de changements climatiques,,,https://www.nrcan.gc.ca/climate-change/climate-change-geosci ence-program/10900,https://www.rncan.gc.ca/changements-climatiques/le-programme -de-geoscience-des-changements-climatiques/10901
+,123456789s/21,Sponsor,343201,Climate Change Geoscience,Géosciences de changements climatiques,Program Coordination - Climate Change Science,Gestionaire de programme - sciences de changements climatiques,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/climate-change-geoscience-program/10900,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscience-changements-climatiques/10901
+,123456789s/21,Sponsor,343202,Climate Change Geoscience,Géosciences de changements climatiques,Permafrost,Pergélisols,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/climate-change-geoscience-program/10900,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscience-changements-climatiques/10901
+,123456789s/21,Sponsor,343203,Climate Change Geoscience,Géosciences de changements climatiques,Coastal Infrastructure,Infrastructure côtière,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/climate-change-geoscience-program/10900,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscience-changements-climatiques/10901
+,123456789s/21,Sponsor,343204,Climate Change Geoscience,Géosciences de changements climatiques,Extreme Events,Événements extrêmes,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/climate-change-geoscience-program/10900,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscience-changements-climatiques/10901
+,123456789s/21,Sponsor,343205,Climate Change Geoscience,Géosciences de changements climatiques,Risk Analysis,L'analyse des risques,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/climate-change-geoscience-program/10900,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscience-changements-climatiques/10901
+,123456789s/21,Sponsor,343206,Climate Change Geoscience,Géosciences de changements climatiques,Mass balance,Bilan massique,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/climate-change-geoscience-program/10900,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/programme-geoscience-changements-climatiques/10901
+,123456789s/21,Sponsor,350000,Canada Centre for Remote Sensing (CCRS),Centre canadien de télédétection (CCT),,,https://www.nrcan.gc.ca/science-and-data/research-centres-and-labs/canada-centre-remote-sensing/21749,https://www.rncan.gc.ca/science-et-donnees/centres-de-recherche-et-laboratoires/canmetenergie-centres-de-recherche/centre-canadien-teledetection/21750
+,123456789s/21,Sponsor,350200,Canadian Geodetic Survey,Levés géodésiques du Canada,,,https://www.nrcan.gc.ca/maps-tools-and-publications/tools/geodetic-reference-systems/18766,https://www.rncan.gc.ca/cartes-outils-et-publications/outils/systemes-reference-geodesiques/18768
+,123456789s/21,Sponsor,350201,Canadian Geodetic Survey,Levés géodésiques du Canada,Director's Office,Bureau du Directeur,https://www.nrcan.gc.ca/maps-tools-and-publications/tools/geodetic-reference-systems/18766,https://www.rncan.gc.ca/cartes-outils-et-publications/outils/systemes-reference-geodesiques/18768
+,123456789s/21,Sponsor,350212,Canadian Geodetic Survey,Levés géodésiques du Canada,Active Control System,Système de contrôle actif,https://www.nrcan.gc.ca/maps-tools-and-publications/tools/geodetic-reference-systems/18766,https://www.rncan.gc.ca/cartes-outils-et-publications/outils/systemes-reference-geodesiques/18768
+,123456789s/21,Sponsor,350220,Canadian Geodetic Survey,Levés géodésiques du Canada,Geodetic Analyses and Development,Analyse et développement géodésiques,https://www.nrcan.gc.ca/maps-tools-and-publications/geodetic-reference-systems/18766,https://www.rncan.gc.ca/cartes-outils-et-publications/systemes-reference-geodesiques/18768
+,123456789s/21,Sponsor,350222,Canadian Geodetic Survey,Levés géodésiques du Canada,Geodetic Analysis and Development - Reference frames and Earth dynamics,Analyse et développement géodésiques - Cadres de référence et dynamique de la Terre,https://www.nrcan.gc.ca/maps-tools-and-publications/tools/geodetic-reference-systems/18766,https://www.rncan.gc.ca/cartes-outils-et-publications/outils/systemes-reference-geodesiques/18768
+,123456789s/21,Sponsor,350223,Canadian Geodetic Survey,Levés géodésiques du Canada,Geodetic Analysis and Development - Gravity and heights systems,Analyse et développement géodésiques - Gravimétrie et systèmes altimétriques,https://www.nrcan.gc.ca/maps-tools-and-publications/tools/geodetic-reference-systems/18766,https://www.rncan.gc.ca/cartes-outils-et-publications/outils/systemes-reference-geodesiques/18768
+,123456789s/21,Sponsor,350224,Canadian Geodetic Survey,Levés géodésiques du Canada,Geodetic Analysis and Development - Space-based technology,Analyse et développement géodésiques - Technologies spatiales,https://www.nrcan.gc.ca/maps-tools-and-publications/tools/geodetic-reference-systems/18766,https://www.rncan.gc.ca/cartes-outils-et-publications/outils/systemes-reference-geodesiques/18768
+,123456789s/21,Sponsor,350300,Canada Centre for Remote Sensing (CCRS),Centre canadien de télédétection (CCT),Canada Centre for Remote Sensing,Centre canadien de télédétection,https://www.nrcan.gc.ca/science-and-data/research-centres-and-labs/canada-centre-remote-sensing/21749,https://www.rncan.gc.ca/science-et-donnees/centres-de-recherche-et-laboratoires/canmetenergie-centres-de-recherche/centre-canadien-teledetection/21750
+,123456789s/21,Sponsor,350301,Canada Centre for Remote Sensing,Centre canadien de télédétection,People Support and Leadership,Soutien aux employés et le leadership,https://www.nrcan.gc.ca/science-and-data/science-and-research/remote-sensing-science/21751,https://www.rncan.gc.ca/science-et-donnees/science-et-recherche/science-teledetection/21752
+,123456789s/21,Sponsor,350310,Canada Centre for Remote Sensing,Centre canadien de télédétection,Remote Sensing Science Program,Programme de la science de la télédétection,https://www.nrcan.gc.ca/science-data/science-research/remote-sensing-science/21751,https://www.rncan.gc.ca/science-donnees/science-recherche/science-teledetection/21752
+,123456789s/21,Sponsor,350311,Canada Centre for Remote Sensing,Centre canadien de télédétection,Remote Sensing Science Program - Management,Programme de la science de la télédétection - gestion,https://www.nrcan.gc.ca/science-and-data/science-and-research/remote-sensing-science/21751,https://www.rncan.gc.ca/science-et-donnees/science-et-recherche/science-teledetection/21752
+,123456789s/21,Sponsor,350313,Canada Centre for Remote Sensing,Centre canadien de télédétection,Remote Sensing Science Program - Optical methods and applications,Programme de la science de la télédétection - Méthodes et applications optiques,https://www.nrcan.gc.ca/science-and-data/science-and-research/remote-sensing-science/21751,https://www.rncan.gc.ca/science-et-donnees/science-et-recherche/science-teledetection/21752
+,123456789s/21,Sponsor,350319,Canada Centre for Geospatial Information (Geobase),Centre canadien d'information géospatiale (Geobase),Emergency Management Services,Service de gestion des urgences,,
+,123456789s/21,Sponsor,350331,Canada Centre for Remote Sensing,Centre canadien de télédétection,RADARSAT Constellation Mission: Data Utilization Application Plan (DUAP) - VAP,Mission de la Constellation RADARSAT : Plan d'utilisation appliquée des données (PUAD) - PVA,https://www.nrcan.gc.ca/science-data/science-research/remote-sensing-science/21751,https://www.rncan.gc.ca/science-donnees/science-recherche/science-teledetection/21752
+,123456789s/21,Sponsor,350332,Canada Centre for Remote Sensing,Centre canadien de télédétection,RADARSAT Constellation Mission: Data Utilization Application Plan (DUAP) - InSAR,Mission de la Constellation RADARSAT : Plan d'utilisation appliquée des données (PUAD) - InSAR,https://www.nrcan.gc.ca/science-data/science-research/remote-sensing-science/21751,https://www.rncan.gc.ca/science-donnees/science-recherche/science-teledetection/21752
+,123456789s/21,Sponsor,350340,Canada Centre for Remote Sensing,Centre canadien de télédétection,Emergency Geomatics,Géomatique d'urgence,https://www.nrcan.gc.ca/science-and-data/research-centres-and-labs/canada-centre-remote-sensing/21749,https://www.rncan.gc.ca/science-et-donnees/centres-de-recherche-et-laboratoires/canmetenergie-centres-de-recherche/centre-canadien-teledetection/21750
+,123456789s/21,Sponsor,350341,Canada Centre for Remote Sensing,Centre canadien de télédétection,Canada Centre for Remote Sensing Water Program,"Centre canadien de télédétection, programmed d'eau",https://www.nrcan.gc.ca/science-and-data/research -centres-and-labs/canada-centre-remote-sensing/21749,https://www.rncan.gc.ca/science-et-donnees/ centres-de-recherche-et-laboratoires/canmetenergie-centres-de-recherche/centre-canadien-teledetection/21750
+,123456789s/21,Sponsor,350342,Canada Centre for Remote Sensing,Centre canadien de télédétection,Flood Mapping Guidelines,Directives cartographiques des inondations,https://www.nrcan.gc.ca/science-and-data/research-centre s-and-labs/canada-centre-remote-sensing/21749,https://www.rncan.gc.ca/science-et-donnees/centres-de -recherche-et-laboratoires/canmetenergie-centres- de-recherche/centre-canadien-teledetection/21750
+,123456789s/21,Sponsor,360000,Canada Centre for Mapping and Earth Observation,Centre canadien de cartographie et d'observation de la Terre,,,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/geomatics/10776,https://www.rncan.gc.ca/science-data/science-research/earth-sciences/geomatique/10793
+,123456789s/21,Sponsor,360403,Thematic Mapping,La cartographie thématique,Atlas of Canada,L'Atlas du Canada,,
+,123456789s/21,Sponsor,360500,GeoConnections,GéoConnexions,GeoConnections,GéoConnexions,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/geomatics/canadas-spatial-data-infrastructure/10783,https://www.rncan.gc.ca/science-donnees/science-recherche/sciences-de-la-terre/geomatique/infrastructure-canadienne-donnees-geospatiales/18771
+,123456789s/21,Sponsor,360502,GeoConnections Secretariat,Secrétariat de GéoConnexions,GeoConnections Secretariat,Secrétariat de GéoConnexions,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/geomatics/canadas-spatial-data-infrastructure/10783,https://www.rncan.gc.ca/science-donnees/science-recherche/sciences-de-la-terre/geomatique/infrastructure-canadienne-donnees-geospatiales/18771
+,123456789s/21,Sponsor,360506,GeoConnections,GéoConnexions,"Operational Standards, Policies and GeoConnections","Normes opérationelles, politiques et GéoConnexions",https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/geomatics/canadas-spatial-data-infrastructure/10783,https://www.rncan.gc.ca/science-donnees/science-recherche/sciences-de-la-terre/geomatique/infrastructure-canadienne-donnees-geospatiales/18771
+,123456789s/21,Sponsor,360507,Innovative Geospatial Solutions,Solutions géospatiales novatrices,Operational Policies and Standards,Politiques et normes opérationnelles,,
+,123456789s/21,Sponsor,360507,GeoConnections,GéoConnexions,Operational Framework,Cardre opérationel,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/geomatics/canadas-spatial-data-infrastructure/10783,https://www.rncan.gc.ca/science-donnees/science-recherche/sciences-de-la-terre/geomatique/infrastructure-canadienne-donnees-geospatiales/18771
+,123456789s/21,Sponsor,360508,GeoConnections Secretariat,Secrétariat de GéoConnexions,Project - Economic Study,Projet - Étude économique,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/geomatics/canadas-spatial-data-infrastructure/10783,https://www.rncan.gc.ca/science-donnees/science-recherche/sciences-de-la-terre/geomatique/infrastructure-canadienne-donnees-geospatiales/18771
+,123456789s/21,Sponsor,361203,Canada Centre for Remote Sensing,Centre canadien de télédétection,Thematic and Geoanalytics,Thèmes et analyse géomatique,https://www.nrcan.gc.ca/science-and-data/research-centres-and-labs/canada-centre-remote-sensing/21749,https://www.rncan.gc.ca/science-et-donnees/centres-de-recherche-et-laboratoires/canmetenergie-centres-de-recherche/centre-canadien-teledetection/21750
+,123456789s/21,Sponsor,362000,Canada Centre for Geospatial Information,Centre canadien d'information géospatiale,,,,
+,123456789s/21,Sponsor,362201,Geobase,Géobase,Geobase Program Management,Gestion du programme Géobase,,
+,123456789s/21,Sponsor,362304,Geobase 2.0,Géobase 2.0,Elevation Grid,Grille d'élévation,http://www.geobase.ca/geobase/en/data/nrn/description.html,http://www.geobase.ca/geobase/fr/data/nrn/description.html
+,123456789s/21,Sponsor,362305,Geobase 2.0,Géobase 2.0,High Resolution Data Exploitation,Exploitation des données hautes résolutions,http://www.geobase.ca/geobase/en/data/nrn/description.html,http://www.geobase.ca/geobase/fr/data/nrn/description.html
+,123456789s/21,Sponsor,370000,Surveyor General Branch,Direction de l'Arpenteur Général,,,http://www.nrcan.gc.ca/earth-sciences/geomatics/canada-lands-surveys/surveyor-general/10876,http://www.rncan.gc.ca/sciences-terre/geomatique/arpentage-terres-canada/arpenteur-general/10877
+,123456789s/21,Sponsor,370400,Canada's Survey Program,Programme d'arpentage du Canada,,,http://www.nrcan.gc.ca/earth-sciences/geomatics/canada-lands-surveys/federal-programs/survey-program/10851,http://www.rncan.gc.ca/sciences-terre/geomatique/arpentage-terres-canada/programmes-federaux/programme-arpentage/10852
+,123456789s/21,Sponsor,370420,Canada's Survey Program,Programme d'arpentage du Canada,Canada's Survey Program - Western Region,Programme d'arpentage du Canada - Région de l'Ouest,http://www.nrcan.gc.ca/earth-sciences/geomatics/canada-lands-surveys/surveyor-general/10876,http://www.rncan.gc.ca/sciences-terre/geomatique/arpentage-terres-canada/arpenteur-general/10877
+,123456789s/21,Sponsor,391102,Canada Centre for Mapping and Earth Observation,Centre canadien de cartographie et d'observation de la Terre,Canada Map Office,Bureau des cartes du Canada,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/geomatics/10776,https://www.rncan.gc.ca/science-data/science-research/earth-sciences/geomatique/10793
+,123456789s/21,Sponsor,450000,Office of Energy Efficiency,Office de l'éfficacité énergétique,,,,
+,123456789s/21,Sponsor,515430,Digital Services and Libraries Division,Direction des services numériques et des bibliothèques,Library Services,Services de bibliothèque,https://fsl-bsf.scitech.gc.ca/eng/intranet/home/,https://fsl-bsf.scitech.gc.ca/fra/intranet/accueil/
+,123456789s/21,Sponsor,712522,CanmetENERGY - Devon,CanmetÉNERGIE - Devon,"Director, Downstream and Renewables - Downstream and Renewables Operations","Directeur, Aval et Énergies renouvelables - Opérations en aval et énergies renouvelables",https://www.nrcan.gc.ca/energy/energy-offices-and-labs/canmetenergy/devon-ab-research-centre/5743,https://www.rncan.gc.ca/node/centre-recherche-devon-ab/5744
